"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"241","Alex Kerfoot","ARI","C","82","1027.15","959","1024","48.36","655","732","47.22","425","503","45.80","43","49","46.74","39.78","44.58","47.15","454","489","48.14","185","180","50.68","28","21","57.14","269","309","46.54","8","19","29.63","567","607","48.30","7","9","43.75","10.12","90.26","1.004","169","226","197","749","46.17","303","310","346","46.69"
"606","Mark Kastelic","OTT","C","63","474.63333333333","441","471","48.36","299","309","49.18","203","213","48.80","15","19","44.12","17.08","17.68","49.14","185","204","47.56","73","74","49.66","9","9","50.00","112","130","46.28","0","6","0.00","267","277","49.08","6","4","60.00","7.39","91.08","0.985","73","99","66","486","52.52","131","133","130","50.19"
"23","Erik Johnson","BUF, PHI","D","67","790.46666666667","731","781","48.35","519","551","48.50","371","369","50.14","28","44","38.89","32.49","35.74","47.62","348","361","49.08","148","167","46.98","11","24","31.43","200","194","50.76","9","14","39.13","391","446","46.71","8","6","57.14","7.55","88.08","0.956","105","140","107","754","49.53","200","210","212","48.54"
"301","Curtis Lazar","N.J","C","71","781.43333333333","689","736","48.35","476","535","47.08","340","361","48.50","33","29","53.23","34.43","31.09","52.55","304","308","49.67","142","132","51.82","24","16","60.00","162","176","47.93","2","10","16.67","413","461","47.25","7","3","70.00","9.71","91.97","1.017","107","205","156","694","40.68","191","257","252","43.12"
"108","Radko Gudas","ANA","D","66","1055.0666666667","980","1049","48.30","707","734","49.06","472","496","48.76","46","41","52.87","39.79","40.01","49.86","402","480","45.58","164","193","45.94","28","22","56.00","238","287","45.33","13","12","52.00","561","629","47.14","5","7","41.67","9.75","91.73","1.015","68","220","154","825","30.63","222","309","338","39.64"
"487","Boris Katchouk","CHI, OTT","L","59","601.55","566","606","48.29","390","417","48.33","275","290","48.67","15","24","38.46","22.5","24.24","48.14","269","291","48.04","103","117","46.82","10","13","43.48","166","174","48.82","3","6","33.33","302","330","47.78","2","5","28.57","5.45","91.72","0.972","71","90","72","550","49.65","144","142","165","46.60"
"846","Mackie Samoskevich","FLA","R","7","79.266666666667","70","75","48.28","53","60","46.90","40","46","46.51","0","3","0.00","2.58","3.37","43.37","27","27","50.00","10","13","43.48","0","2","0.00","17","14","54.84","0","1","0.00","51","48","51.52","0","0","-","0.00","93.48","0.935","14","18","10","61","58.33","27","26","16","62.79"
"406","Caleb Jones","COL","D","25","292.7","264","283","48.26","188","194","49.21","131","128","50.58","12","9","57.14","11.89","12.41","48.91","122","122","50.00","60","50","54.55","9","4","69.23","62","72","46.27","2","3","40.00","139","169","45.13","1","2","33.33","9.16","92.97","1.021","20","44","35","279","36.36","45","80","79","36.29"
"547","Urho Vaakanainen","ANA","D","68","1029.25","928","995","48.26","667","711","48.40","462","489","48.58","41","44","48.24","35.91","39.49","47.63","374","432","46.40","152","194","43.93","21","25","45.65","222","238","48.26","14","12","53.85","558","618","47.45","6","7","46.15","8.87","91.00","0.999","82","220","144","865","36.28","238","297","317","42.88"
"391","Jansen Harkins","PIT","C","45","354.46666666667","329","353","48.24","230","245","48.42","157","161","49.37","6","10","37.50","11.47","13.78","45.42","141","156","47.47","53","61","46.49","2","4","33.33","88","95","48.09","2","5","28.57","162","229","41.43","2","1","66.67","3.82","93.79","0.976","19","73","96","339","16.52","33","99","172","16.10"
"857","Simon Edvinsson","DET","D","16","265.45","247","265","48.24","177","187","48.63","126","133","48.65","13","13","50.00","10.69","11.05","49.16","124","118","51.24","46","40","53.49","6","7","46.15","78","78","50.00","5","4","55.56","145","164","46.93","2","2","50.00","10.32","90.23","1.005","33","45","32","231","50.77","70","70","80","46.67"
"65","Adam Henrique","ANA, EDM","C","82","996.86666666667","897","964","48.20","635","718","46.93","440","487","47.46","46","37","55.42","39.52","44.79","46.87","418","453","47.99","187","205","47.70","31","23","57.41","231","248","48.23","11","7","61.11","523","587","47.12","4","7","36.36","10.45","92.40","1.029","141","245","167","709","45.78","278","329","353","44.06"
"147","Michael Sgarbossa","WSH","C","25","259.26666666667","226","243","48.19","151","169","47.19","101","114","46.98","8","8","50.00","9.54","9.13","51.10","95","94","50.26","36","40","47.37","5","1","83.33","59","54","52.21","2","3","40.00","116","166","41.13","1","4","20.00","7.92","92.98","1.009","25","63","39","214","39.06","38","77","76","33.33"
"113","Jason Zucker","ARI, NSH","L","69","817.36666666667","780","840","48.15","580","624","48.17","396","441","47.31","32","36","47.06","36.55","35.81","50.51","381","408","48.29","150","161","48.23","18","19","48.65","231","247","48.33","8","12","40.00","434","496","46.67","6","5","54.55","8.08","91.84","0.999","124","164","118","681","51.24","223","227","255","46.65"
"370","Bokondji Imama","OTT","L","6","33.516666666667","26","28","48.15","20","14","58.82","4","8","33.33","1","0","100.00","0.76","0.73","50.94","10","12","45.45","3","6","33.33","1","0","100.00","7","6","53.85","0","0","-","21","18","53.85","0","0","-","25.00","100.00","1.250","5","6","3","36","62.50","9","11","6","60.00"
"900","Ben Meyers","ANA, COL","C","23","217.65","156","168","48.15","99","127","43.81","64","78","45.07","5","10","33.33","4.89","6.36","43.49","61","78","43.88","25","34","42.37","1","5","16.67","36","44","45.00","3","1","75.00","93","88","51.38","1","4","20.00","7.81","87.18","0.950","29","48","24","181","54.72","45","62","41","52.33"
"500","Jacob Moverare","L.A","D","24","234.18333333333","220","237","48.14","165","158","51.08","106","111","48.85","9","11","45.00","11.3","8.93","55.86","107","99","51.94","43","41","51.19","5","7","41.67","64","58","52.46","1","3","25.00","130","145","47.27","3","1","75.00","8.49","90.09","0.986","14","60","33","176","29.79","63","91","76","45.32"
"291","Sean Monahan","MTL, WPG","C","83","1043.1666666667","1037","1119","48.10","746","788","48.63","507","528","48.99","53","41","56.38","46.85","51.29","47.74","462","524","46.86","211","223","48.62","34","24","58.62","251","301","45.47","16","13","55.17","618","649","48.78","3","4","42.86","10.45","92.23","1.027","173","205","215","756","44.59","310","304","408","43.18"
"356","Danton Heinen","BOS","L","74","930.75","860","928","48.10","625","687","47.64","443","464","48.84","47","33","58.75","39.86","42.5","48.39","411","418","49.58","164","187","46.72","22","19","53.66","247","231","51.67","19","9","67.86","466","553","45.73","6","5","54.55","10.61","92.89","1.035","128","201","147","770","46.55","231","273","281","45.12"
"588","Johnathan Kovacevic","MTL","D","62","863.41666666667","831","897","48.09","575","635","47.52","403","456","46.92","39","29","57.35","35.91","40.6","46.93","369","421","46.71","151","179","45.76","14","19","42.42","218","242","47.39","18","5","78.26","443","498","47.08","6","5","54.55","9.68","93.64","1.033","65","146","109","662","37.36","169","244","270","38.50"
"54","Alex Pietrangelo","VGK","D","64","1095.2666666667","1168","1262","48.07","833","848","49.55","592","584","50.34","55","61","47.41","49.73","50.75","49.49","557","577","49.12","227","221","50.67","29","31","48.33","330","356","48.10","20","21","48.78","695","715","49.29","6","9","40.00","9.29","89.55","0.988","184","236","156","712","54.12","394","341","333","54.20"
"393","Oliver Kylington","CGY","D","33","526.46666666667","549","593","48.07","389","417","48.26","261","285","47.80","21","27","43.75","24.3","24.78","49.51","262","257","50.48","99","102","49.25","10","9","52.63","163","155","51.26","7","12","36.84","326","336","49.24","4","6","40.00","8.05","90.53","0.986","68","103","52","519","56.67","175","155","129","57.57"
"326","Sonny Milano","WSH","L","49","557.2","492","532","48.05","341","366","48.23","221","252","46.72","25","19","56.82","21.9","20.9","51.17","246","239","50.72","92","95","49.20","14","14","50.00","154","144","51.68","7","3","70.00","263","292","47.39","4","2","66.67","11.31","92.46","1.038","85","97","54","466","61.15","150","131","124","54.74"
"455","Joey Anderson","CHI","R","55","669.15","551","596","48.04","374","415","47.40","272","282","49.10","27","24","52.94","21.3","24.14","46.88","251","285","46.83","92","118","43.81","19","14","57.58","159","167","48.77","6","3","66.67","303","354","46.12","2","7","22.22","9.93","91.49","1.014","81","168","120","503","40.30","146","225","224","39.46"
"612","Zach Whitecloud","VGK","D","61","954.8","870","941","48.04","616","657","48.39","443","448","49.72","34","37","47.89","36.21","33.38","52.03","401","389","50.76","160","136","54.05","21","15","58.33","241","253","48.79","10","12","45.45","478","591","44.71","3","10","23.08","7.67","91.74","0.994","95","182","133","733","41.67","222","282","273","44.85"
"656","Kirill Marchenko","CBJ","R","78","1019.8666666667","1016","1099","48.04","689","778","46.97","487","546","47.14","49","35","58.33","40.29","50.4","44.43","443","515","46.24","152","214","41.53","22","19","53.66","291","301","49.16","16","10","61.54","587","642","47.76","11","6","64.71","10.06","93.59","1.037","182","258","146","693","55.49","331","337","280","54.17"
"42","Brendan Smith","N.J","D","63","820.11666666667","750","812","48.02","529","583","47.57","362","409","46.95","40","50","44.44","31.79","35.79","47.04","315","376","45.59","130","147","46.93","19","25","43.18","185","229","44.69","14","18","43.75","450","466","49.13","7","7","50.00","11.05","87.78","0.988","78","147","126","744","38.24","190","222","264","41.85"
"835","Kent Johnson","CBJ","C","42","460.38333333333","436","472","48.02","310","326","48.74","216","235","47.89","21","18","53.85","18.5","19.56","48.60","175","212","45.22","68","79","46.26","11","6","64.71","107","133","44.58","6","9","40.00","277","279","49.82","4","3","57.14","9.72","92.34","1.021","84","94","59","360","58.74","153","127","118","56.46"
"10","Blake Wheeler","NYR","R","54","620.53333333333","588","637","48.00","425","465","47.75","298","308","49.17","26","25","50.98","24.52","28.59","46.17","275","296","48.16","108","132","45.00","10","11","47.62","167","164","50.45","11","10","52.38","352","352","50.00","5","4","55.56","8.72","91.88","1.006","135","147","69","509","66.18","204","194","161","55.89"
"483","Josh Mahura","FLA","D","30","354.63333333333","324","351","48.00","229","232","49.67","173","160","51.95","13","14","48.15","11.24","12.94","46.50","125","156","44.48","44","56","44.00","5","7","41.67","81","100","44.75","6","2","75.00","219","176","55.44","2","5","28.57","7.51","91.25","0.988","49","76","44","345","52.69","105","109","71","59.66"
"8","Alex Ovechkin","WSH","L","79","1104.3","1107","1200","47.98","760","874","46.51","513","599","46.13","41","61","40.20","47.57","55.89","45.98","519","553","48.41","221","233","48.68","26","39","40.00","298","320","48.22","10","15","40.00","718","597","54.60","5","7","41.67","7.99","89.82","0.978","302","261","60","830","83.43","533","354","184","74.34"
"290","Elias Lindholm","CGY, VAN","C","75","994.41666666667","946","1026","47.97","672","718","48.35","456","483","48.56","39","46","45.88","35.07","43.47","44.65","416","469","47.01","152","191","44.31","15","25","37.50","264","278","48.71","16","13","55.17","654","618","51.42","8","8","50.00","8.55","90.48","0.990","193","187","201","787","48.98","369","285","387","48.81"
"271","Michael McCarron","NSH","R","70","780.41666666667","718","779","47.96","532","552","49.08","360","409","46.81","32","31","50.79","33.98","33.61","50.27","344","348","49.71","165","137","54.64","17","12","58.62","179","211","45.90","12","13","48.00","368","455","44.71","2","6","25.00","8.89","92.42","1.013","71","204","117","667","37.77","140","278","250","35.90"
"146","Mark Stone","VGK","R","56","732.8","750","814","47.95","544","561","49.23","395","387","50.51","38","31","55.07","33.65","32.65","50.75","369","351","51.25","149","144","50.85","24","18","57.14","220","207","51.52","12","9","57.14","446","487","47.80","2","4","33.33","9.62","91.99","1.016","153","145","113","461","57.52","286","217","225","55.97"
"916","Sam Malinski","COL","D","23","307.9","292","317","47.95","205","220","48.24","142","143","49.82","16","13","55.17","11.28","13.26","45.98","135","125","51.92","53","59","47.32","8","9","47.06","82","66","55.41","5","3","62.50","151","201","42.90","3","1","75.00","11.27","90.91","1.022","20","57","51","251","28.17","45","92","94","32.37"
"337","Ivan Barbashev","VGK","C","82","1143.7333333333","1171","1272","47.93","837","864","49.21","606","616","49.59","62","45","57.94","50.91","52.2","49.37","566","591","48.92","212","224","48.62","38","22","63.33","354","367","49.10","21","14","60.00","677","704","49.02","3","9","25.00","10.23","92.69","1.029","214","208","124","779","63.31","392","320","294","57.14"
"471","Dillon Dube","CGY","C","43","416.4","410","446","47.90","291","301","49.16","192","215","47.17","13","23","36.11","15.57","19.07","44.95","167","201","45.38","71","82","46.41","8","11","42.11","96","119","44.65","3","8","27.27","268","239","52.86","2","4","33.33","6.77","89.30","0.961","64","88","37","393","63.37","115","115","92","55.56"
"380","Pavel Zacha","BOS","C","78","983.43333333333","938","1022","47.86","709","758","48.33","482","523","47.96","56","33","62.92","44.12","47.01","48.41","463","485","48.84","184","201","47.79","34","20","62.96","279","284","49.56","13","9","59.09","570","585","49.35","9","4","69.23","11.62","93.69","1.053","228","180","152","744","60.00","358","240","296","54.74"
"637","Rasmus Kupari","WPG","C","28","225.88333333333","179","195","47.86","125","143","46.64","82","103","44.32","3","7","30.00","6.25","7.71","44.78","69","83","45.39","23","44","34.33","2","3","40.00","46","39","54.12","1","3","25.00","107","121","46.93","0","1","0.00","3.66","93.20","0.969","38","55","33","186","53.52","61","78","63","49.19"
"712","Bobby Brink","PHI","R","57","642.51666666667","578","630","47.85","427","420","50.41","298","292","50.51","27","22","55.10","25.97","27.93","48.19","259","294","46.84","112","122","47.86","16","11","59.26","147","172","46.08","8","8","50.00","331","354","48.32","3","3","50.00","9.06","92.47","1.015","116","125","76","531","60.42","184","175","164","52.87"
"472","Kale Clague","BUF","D","3","36.816666666667","33","36","47.83","20","29","40.82","14","12","53.85","2","2","50.00","0.91","1.31","41.10","17","14","54.84","3","8","27.27","1","1","50.00","14","6","70.00","0","0","-","20","27","42.55","1","1","50.00","14.29","83.33","0.976","6","5","3","33","66.67","9","8","6","60.00"
"503","Jacob MacDonald","S.J","D","34","345.45","320","349","47.83","214","261","45.05","147","177","45.37","5","17","22.73","12.21","16.27","42.87","137","177","43.63","56","67","45.53","3","13","18.75","81","110","42.41","2","3","40.00","199","207","49.01","0","1","0.00","3.40","90.40","0.938","46","71","44","285","51.11","101","95","104","49.27"
"390","A.J. Greer","CGY","L","59","495.01666666667","461","503","47.82","318","337","48.55","211","242","46.58","14","22","38.89","17.35","20.06","46.38","196","218","47.34","79","84","48.47","7","11","38.89","117","134","46.61","2","5","28.57","266","288","48.01","5","6","45.45","6.64","90.91","0.975","47","93","46","478","50.54","81","119","112","41.97"
"141","Jani Hakanpää","DAL","D","64","954.71666666667","897","979","47.81","636","677","48.44","448","472","48.70","47","46","50.54","36.56","36.28","50.19","422","425","49.82","148","152","49.33","22","25","46.81","274","273","50.09","19","14","57.58","460","591","43.77","6","7","46.15","10.49","90.25","1.007","62","207","156","843","28.44","177","323","338","34.37"
"520","Justin Brazeau","BOS","R","19","199.15","162","177","47.79","121","109","52.61","80","69","53.69","10","6","62.50","8.19","5.66","59.13","75","67","52.82","41","23","64.06","7","4","63.64","34","44","43.59","3","2","60.00","71","108","39.66","0","0","-","12.50","91.30","1.038","17","51","28","204","37.78","24","71","48","33.33"
"893","Juraj Slafkovsky","MTL","L","82","1175.5833333333","1148","1254","47.79","848","909","48.26","585","616","48.71","53","53","50.00","55.16","57.39","49.01","550","636","46.37","222","247","47.33","29","22","56.86","328","389","45.75","17","24","41.46","674","658","50.60","6","7","46.15","9.06","91.40","1.005","223","256","150","727","59.79","366","362","323","53.12"
"844","Cole Sillinger","CBJ","C","77","987.15","986","1078","47.77","714","781","47.76","491","552","47.08","43","45","48.86","39.8","51.04","43.82","436","528","45.23","159","208","43.32","22","23","48.89","277","320","46.40","14","18","43.75","598","612","49.42","7","4","63.64","8.76","91.85","1.006","171","255","154","663","52.62","316","332","278","53.20"
"803","Brendan Brisson","VGK","C","15","168.21666666667","160","175","47.76","115","120","48.94","76","80","48.72","10","14","41.67","7.54","6.28","54.55","88","80","52.38","30","30","50.00","2","5","28.57","58","50","53.70","7","7","50.00","83","106","43.92","1","2","33.33","13.16","82.50","0.957","25","48","22","128","53.19","41","62","43","48.81"
"544","Cody Glass","NSH","C","41","436.01666666667","445","487","47.75","305","344","47.00","222","244","47.64","14","23","37.84","17.67","22.92","43.53","200","233","46.19","68","93","42.24","6","12","33.33","132","140","48.53","6","6","50.00","283","276","50.63","2","5","28.57","6.31","90.57","0.969","58","100","62","384","48.33","140","145","136","50.72"
"673","Scott Perunovich","STL","D","54","684.61666666667","605","662","47.75","443","482","47.89","316","326","49.22","32","28","53.33","26.29","31.18","45.74","268","320","45.58","108","146","42.52","16","14","53.33","160","174","47.90","13","11","54.17","381","347","52.34","3","3","50.00","10.13","91.41","1.015","97","114","48","589","66.90","200","166","121","62.31"
"156","Sean Kuraly","CBJ","C","62","708.56666666667","696","762","47.74","493","551","47.22","331","387","46.10","25","30","45.45","28.87","34.06","45.88","311","351","46.98","125","146","46.13","14","19","42.42","186","205","47.57","10","6","62.50","362","457","44.20","1","5","16.67","7.55","92.25","0.998","56","136","113","581","33.14","120","188","245","32.88"
"106","Justin Dowling","N.J","C","2","20.266666666667","21","23","47.73","17","19","47.22","11","14","44.00","1","2","33.33","0.88","1.18","42.65","9","9","50.00","4","3","57.14","1","1","50.00","5","6","45.45","0","1","0.00","10","16","38.46","0","0","-","9.09","85.71","0.948","0","6","4","21","0.00","4","8","8","33.33"
"407","Noah Juulsen","VAN","D","54","683.78333333333","588","644","47.73","423","438","49.13","286","306","48.31","25","25","50.00","23.23","25.84","47.33","274","285","49.02","110","108","50.46","16","14","53.33","164","177","48.09","5","7","41.67","345","388","47.07","4","4","50.00","8.74","91.83","1.006","72","149","113","703","38.92","192","209","227","45.82"
"202","Olli Maatta","DET","D","72","1077.1333333333","915","1003","47.71","638","723","46.88","446","497","47.30","46","34","57.50","39.32","40.12","49.50","421","439","48.95","166","164","50.30","21","21","50.00","255","275","48.11","18","12","60.00","567","612","48.09","7","1","87.50","10.31","93.16","1.035","148","227","115","839","56.27","322","317","296","52.10"
"589","Jacob Bryson","BUF","D","36","480.63333333333","416","456","47.71","298","323","47.99","208","215","49.17","17","14","54.84","18.07","18.22","49.79","185","211","46.72","78","82","48.75","7","6","53.85","107","129","45.34","6","4","60.00","240","264","47.62","4","4","50.00","8.17","93.49","1.017","56","102","78","414","41.79","104","136","139","42.80"
"790","Brock Faber","MIN","D","82","1490.4833333333","1378","1510","47.71","959","1060","47.50","675","729","48.08","66","65","50.38","57.96","56.37","50.70","636","641","49.80","266","242","52.36","39","31","55.71","370","399","48.11","21","22","48.84","819","975","45.65","6","12","33.33","9.78","91.08","1.009","199","335","210","926","48.66","469","552","512","47.81"
"650","Jacob Bernard-Docker","OTT","D","72","1008.8666666667","935","1025","47.70","641","701","47.76","444","478","48.16","40","50","44.44","35.69","43.39","45.14","407","498","44.97","161","203","44.23","20","26","43.48","246","295","45.47","11","14","44.00","548","586","48.32","9","10","47.37","9.01","89.54","0.985","119","203","114","891","51.07","279","313","292","48.86"
"880","David Jiricek","CBJ","D","43","604.88333333333","556","611","47.64","392","440","47.12","272","310","46.74","18","22","45.00","23.57","27.01","46.60","251","290","46.40","90","119","43.06","10","16","38.46","161","171","48.49","4","4","50.00","330","333","49.77","4","2","66.67","6.62","92.90","0.995","83","117","72","467","53.55","183","179","154","54.30"
"887","Ivan Miroshnichenko","WSH","L","21","241.2","232","255","47.64","165","194","45.96","98","126","43.75","7","11","38.89","11.33","10.37","52.21","109","104","51.17","45","47","48.91","4","6","40.00","64","57","52.89","2","2","50.00","137","151","47.57","1","3","25.00","7.14","91.27","0.984","43","50","26","189","62.32","82","65","44","65.08"
"166","Joel Edmundson","TOR, WSH","D","53","778.16666666667","734","807","47.63","518","586","46.92","343","390","46.79","32","33","49.23","32.74","36.88","47.03","349","367","48.74","150","133","53.00","18","18","50.00","199","234","45.96","8","12","40.00","364","473","43.49","6","3","66.67","9.33","91.54","1.009","46","140","77","747","37.40","175","231","211","45.34"
"485","Logan Stanley","WPG","D","25","312.95","292","321","47.63","221","222","49.89","154","148","50.99","13","9","59.09","12.75","13.31","48.92","127","151","45.68","52","57","47.71","8","6","57.14","75","94","44.38","3","2","60.00","166","175","48.68","2","1","66.67","8.44","93.92","1.024","33","74","34","273","49.25","74","98","80","48.05"
"133","Taylor Hall","CHI","L","10","118.56666666667","110","121","47.62","78","93","45.61","54","68","44.26","4","4","50.00","5.05","6.9","42.26","51","64","44.35","18","33","35.29","3","3","50.00","33","31","51.56","0","0","-","68","63","51.91","1","1","50.00","7.41","94.12","1.015","19","43","9","75","67.86","36","57","33","52.17"
"896","Marshall Rifai","TOR","D","2","22.95","20","22","47.62","17","17","50.00","12","13","48.00","1","0","100.00","0.62","0.97","39.04","4","6","40.00","2","2","50.00","0","0","-","2","4","33.33","1","0","100.00","14","14","50.00","0","0","-","8.33","100.00","1.083","1","6","1","28","50.00","4","6","2","66.67"
"210","Jacob Trouba","NYR","D","69","1189.95","1173","1291","47.61","821","884","48.15","578","607","48.78","44","55","44.44","49.14","52.14","48.52","553","579","48.85","216","230","48.43","22","31","41.51","337","349","49.13","16","17","48.48","660","741","47.11","6","7","46.15","7.61","90.94","0.986","130","311","132","814","49.62","350","455","358","49.44"
"564","Shane Bowers","N.J","C","8","75.5","59","65","47.58","40","50","44.44","24","35","40.68","3","2","60.00","2.23","3.21","40.94","20","29","40.82","11","13","45.83","3","0","100.00","9","16","36.00","0","1","0.00","39","34","53.42","0","1","0.00","12.50","94.29","1.068","7","19","7","84","50.00","15","27","15","50.00"
"756","Marc Del Gaizo","NSH","D","9","131.26666666667","118","130","47.58","82","98","45.56","56","73","43.41","8","6","57.14","5.27","5.93","47.08","58","63","47.93","26","22","54.17","7","0","100.00","32","41","43.84","1","3","25.00","64","75","46.04","0","3","0.00","14.29","91.78","1.061","12","24","18","119","40.00","23","45","34","40.35"
"433","Will Borgen","SEA","D","82","1293.0666666667","1231","1357","47.57","880","971","47.54","601","656","47.81","49","59","45.37","53.1","55.37","48.95","559","614","47.66","249","236","51.34","24","31","43.64","310","378","45.06","16","17","48.48","676","904","42.78","9","11","45.00","8.15","91.01","0.992","79","246","258","1138","23.44","283","371","529","34.85"
"20","Ryan Reaves","TOR","R","49","392.86666666667","339","374","47.55","232","247","48.43","156","154","50.32","10","22","31.25","14.32","14.95","48.92","146","169","46.35","62","66","48.44","8","11","42.11","84","103","44.92","1","6","14.29","193","200","49.11","1","5","16.67","6.41","85.71","0.921","49","81","51","379","49.00","82","113","101","44.81"
"60","John Carlson","WSH","D","82","1508.4333333333","1493","1649","47.52","1033","1144","47.45","672","747","47.36","55","67","45.08","67.16","70.56","48.76","735","749","49.53","297","312","48.77","34","42","44.74","438","437","50.06","14","16","46.67","829","1006","45.18","7","9","43.75","8.18","91.03","0.992","161","292","210","1152","43.40","510","504","552","48.02"
"377","Kyle Connor","WPG","L","65","999.61666666667","953","1053","47.51","714","783","47.70","500","545","47.85","43","43","50.00","42.64","51.67","45.21","452","509","47.03","192","240","44.44","23","30","43.40","260","269","49.15","14","9","60.87","614","574","51.68","6","4","60.00","8.60","92.11","1.007","237","162","106","632","69.10","417","235","258","61.78"
"611","James Hamblin","EDM","L","31","239.48333333333","210","232","47.51","143","153","48.31","108","103","51.18","9","5","64.29","8.67","8.36","50.89","98","100","49.49","43","36","54.43","7","3","70.00","55","64","46.22","0","2","0.00","116","143","44.79","2","0","100.00","8.33","95.15","1.035","32","51","26","225","55.17","53","73","71","42.74"
"871","Arshdeep Bains","VAN","L","8","88.166666666667","65","72","47.45","43","50","46.24","28","34","45.16","0","5","0.00","2.21","3.37","39.53","28","30","48.28","11","18","37.93","0","3","0.00","17","12","58.62","0","0","-","36","55","39.56","0","2","0.00","0.00","85.29","0.853","11","20","18","81","37.93","19","28","35","35.19"
"181","Joel Armia","MTL","R","66","781.55","733","812","47.44","531","553","48.99","370","376","49.60","34","32","51.52","33.96","33.47","50.37","341","367","48.16","142","149","48.80","21","15","58.33","199","218","47.72","9","11","45.00","418","462","47.50","4","6","40.00","9.19","91.49","1.007","102","139","101","640","50.25","201","213","216","48.20"
"594","Sebastian Aho","NYI","D","58","845.73333333333","798","885","47.42","593","620","48.89","426","425","50.06","25","31","44.64","40.82","38.36","51.55","389","422","47.97","188","169","52.66","13","16","44.83","201","253","44.27","10","6","62.50","478","447","51.68","2","9","18.18","5.87","92.71","0.986","138","176","68","750","66.99","297","241","155","65.71"
"275","Adam Erne","EDM","L","24","180.61666666667","146","162","47.40","96","116","45.28","67","79","45.89","6","6","50.00","6.29","6.4","49.56","77","71","52.03","32","29","52.46","4","4","50.00","45","42","51.72","0","1","0.00","76","101","42.94","2","1","66.67","8.96","92.41","1.014","30","50","21","156","58.82","40","62","50","44.44"
"794","Thomas Bordeleau","S.J","C","27","312.16666666667","299","332","47.39","216","237","47.68","133","169","44.04","5","18","21.74","11.26","15.22","42.52","129","160","44.64","50","72","40.98","2","9","18.18","79","88","47.31","1","6","14.29","201","204","49.63","2","3","40.00","3.76","89.35","0.931","33","68","53","255","38.37","80","84","123","39.41"
"526","Zack MacEwen","OTT","R","30","189.3","172","191","47.38","113","125","47.48","75","89","45.73","7","11","38.89","6","6.9","46.50","56","92","37.84","23","31","42.59","2","2","50.00","33","61","35.11","3","6","33.33","124","104","54.39","2","3","40.00","9.33","87.64","0.970","31","40","16","204","65.96","51","56","42","54.84"
"797","Jack Thompson","S.J, T.B","D","3","44.416666666667","36","40","47.37","31","30","50.82","18","18","50.00","1","3","25.00","1.82","1.59","53.24","16","15","51.61","5","5","50.00","0","2","0.00","11","10","52.38","0","1","0.00","21","29","42.00","1","0","100.00","5.56","83.33","0.889","3","10","6","38","33.33","10","15","10","50.00"
"44","Patrick Kane","DET","R","50","711.28333333333","683","759","47.36","490","533","47.90","348","367","48.67","33","31","51.56","27.08","30.03","47.41","301","342","46.81","99","124","44.39","12","18","40.00","202","218","48.10","13","8","61.90","439","436","50.17","8","5","61.54","9.48","91.55","1.010","113","171","104","513","52.07","220","231","192","53.40"
